ai_budget_percentage,revenue_growth_percent,industry,company_size,region,ai_adoption_stage
8.94,4.06,Consulting,SME,Europe,pilot
5.71,2.94,Technology,Startup,North America,pilot
10.16,12.83,Healthcare,SME,North America,partial
10.84,-1.92,Education,Startup,Africa,partial
4.94,-1.18,Healthcare,SME,Asia,pilot
13.73,3.88,Technology,SME,Asia,partial
5.06,8.03,Technology,SME,Europe,pilot
20.0,3.43,Technology,SME,Europe,full
9.01,-0.44,Logistics,Enterprise,South America,pilot
12.05,1.14,Healthcare,Startup,South America,partial
10.95,6.51,Healthcare,Enterprise,Oceania,partial
9.39,6.36,Retail,Startup,North America,pilot
12.62,-0.5,Technology,SME,Asia,pilot
8.64,-5.0,Technology,SME,Asia,pilot
9.55,5.73,Agriculture,SME,North America,partial
2.77,3.27,Healthcare,SME,Asia,pilot
11.12,9.36,Consulting,SME,Asia,partial
9.93,4.77,Retail,SME,Asia,partial
6.51,-1.8,Retail,SME,Asia,partial
7.76,-1.78,Finance,Enterprise,Europe,pilot
1.96,-4.06,Retail,Startup,South America,pilot
10.07,6.07,Technology,SME,Asia,pilot
4.29,6.69,Manufacturing,SME,South America,pilot
6.1,-1.05,Manufacturing,Startup,Asia,pilot
11.3,12.63,Consulting,Enterprise,Africa,partial
6.49,-0.34,Agriculture,SME,South America,pilot
10.0,8.59,Consulting,Enterprise,Europe,partial
6.62,5.52,Finance,SME,Europe,pilot
9.75,4.09,Finance,SME,Europe,partial
10.41,10.14,Technology,SME,Oceania,partial
10.02,8.01,Healthcare,Startup,Asia,partial
10.06,4.56,Retail,Startup,Asia,pilot
4.82,6.09,Manufacturing,Startup,Africa,pilot
10.98,3.57,Technology,Startup,Europe,partial
12.83,12.61,Healthcare,Startup,Europe,partial
6.77,-2.06,Retail,Startup,Asia,partial
14.49,7.74,Technology,Enterprise,North America,partial
6.55,6.48,Retail,SME,Africa,pilot
6.78,3.55,Logistics,Startup,Asia,pilot
12.48,-3.86,Technology,SME,South America,partial
6.09,-1.65,Manufacturing,Enterprise,Europe,partial
19.12,11.2,Technology,SME,Asia,partial
4.69,0.76,Healthcare,SME,Asia,pilot
21.8,12.67,Technology,Enterprise,Europe,full
7.7,-5.0,Education,Startup,Europe,partial
14.66,5.74,Agriculture,SME,Africa,partial
9.44,3.46,Agriculture,Startup,Europe,partial
6.2,-1.46,Retail,SME,Europe,pilot
14.45,1.58,Technology,SME,Europe,partial
15.18,2.47,Finance,SME,Europe,partial
12.88,1.57,Technology,SME,Europe,partial
9.03,2.85,Finance,SME,Asia,partial
7.02,-5.0,Education,SME,Asia,pilot
12.59,2.48,Logistics,SME,Asia,pilot
14.82,4.72,Manufacturing,Enterprise,Africa,partial
16.22,9.89,Technology,Enterprise,South America,partial
9.62,1.97,Technology,Enterprise,Europe,partial
9.59,13.01,Agriculture,Startup,Europe,partial
8.4,-5.0,Healthcare,SME,Asia,partial
19.25,15.48,Finance,Enterprise,Oceania,partial
6.14,6.84,Logistics,Startup,Asia,partial
8.05,0.73,Finance,Startup,Asia,partial
13.69,4.43,Consulting,Startup,Oceania,partial
9.73,0.84,Manufacturing,Startup,Asia,pilot
8.07,0.95,Logistics,Startup,Asia,partial
9.21,3.79,Education,SME,South America,pilot
6.96,-5.0,Consulting,Startup,Europe,pilot
10.64,8.21,Agriculture,SME,Europe,partial
8.7,1.97,Education,SME,Africa,partial
11.3,6.19,Logistics,Startup,Asia,partial
11.6,3.23,Logistics,SME,Asia,partial
11.21,5.4,Manufacturing,Enterprise,South America,pilot
13.58,6.54,Agriculture,SME,Oceania,partial
9.78,0.02,Consulting,Enterprise,Asia,partial
6.77,-0.9,Consulting,Startup,Europe,pilot
13.87,7.01,Healthcare,SME,Europe,partial
7.74,3.96,Education,Enterprise,Europe,pilot
7.99,-5.0,Consulting,Startup,South America,pilot
0.0,3.45,Agriculture,SME,Europe,pilot
9.47,15.15,Healthcare,Startup,Europe,partial
11.6,0.09,Logistics,Startup,Asia,partial
5.88,6.18,Agriculture,SME,Africa,pilot
2.56,1.41,Healthcare,Startup,Asia,pilot
5.65,9.27,Education,Startup,Europe,pilot
5.43,3.46,Healthcare,Enterprise,Europe,partial
13.12,11.37,Finance,Enterprise,Asia,partial
10.29,-5.0,Healthcare,Startup,Europe,pilot
6.45,-5.0,Retail,SME,Europe,pilot
7.32,6.88,Retail,SME,South America,pilot
13.5,4.68,Healthcare,SME,Asia,partial
11.95,14.75,Retail,Enterprise,Asia,partial
10.9,15.1,Technology,Startup,Asia,partial
5.37,9.82,Finance,Startup,Asia,pilot
6.03,10.8,Manufacturing,Startup,South America,partial
15.3,-1.81,Manufacturing,Startup,Asia,partial
11.05,6.54,Healthcare,Startup,South America,partial
13.0,6.15,Technology,Startup,Europe,partial
17.49,6.45,Consulting,Enterprise,Europe,partial
8.03,-1.52,Finance,Startup,Asia,partial
10.47,7.92,Manufacturing,SME,Europe,partial
16.57,18.69,Healthcare,Enterprise,Asia,full
6.65,8.35,Retail,Startup,Europe,partial
6.21,19.46,Healthcare,Startup,Europe,partial
15.33,7.86,Finance,Enterprise,Asia,partial
6.33,2.52,Agriculture,SME,Oceania,pilot
14.84,5.01,Logistics,Enterprise,Europe,partial
1.56,5.31,Healthcare,Startup,Asia,pilot
9.31,2.95,Logistics,SME,Africa,partial
8.62,-4.24,Healthcare,SME,South America,pilot
6.09,-0.85,Retail,Startup,Africa,pilot
10.14,10.55,Manufacturing,SME,Oceania,partial
15.97,3.31,Agriculture,Enterprise,Asia,partial
11.68,6.6,Manufacturing,Enterprise,Europe,partial
15.25,6.52,Finance,Enterprise,South America,partial
3.08,6.24,Agriculture,SME,South America,pilot
7.98,-3.83,Finance,Startup,Asia,partial
5.08,9.36,Finance,SME,Africa,pilot
11.25,1.74,Education,Enterprise,Asia,partial
10.21,4.56,Technology,Startup,Africa,pilot
8.4,0.55,Consulting,SME,Europe,pilot
8.82,0.18,Finance,Startup,South America,partial
8.06,10.7,Logistics,Startup,Europe,partial
10.42,2.09,Manufacturing,Enterprise,Africa,pilot
4.05,5.77,Consulting,SME,Africa,pilot
5.45,1.57,Finance,SME,Europe,pilot
10.01,8.53,Technology,Startup,Asia,pilot
10.23,17.26,Agriculture,Startup,Europe,partial
5.3,-0.78,Healthcare,Startup,North America,pilot
10.81,8.8,Education,Startup,South America,partial
10.33,10.73,Technology,SME,South America,partial
6.97,14.65,Logistics,Startup,Africa,partial
8.54,5.49,Agriculture,Startup,Asia,partial
9.74,9.88,Retail,Enterprise,Africa,partial
15.73,6.3,Manufacturing,Enterprise,Oceania,partial
16.26,1.18,Manufacturing,SME,Europe,partial
3.69,0.71,Healthcare,Startup,Asia,pilot
16.26,3.49,Technology,Startup,North America,partial
14.55,5.87,Education,SME,Asia,partial
7.52,-5.0,Healthcare,Startup,Europe,partial
14.02,21.59,Education,Startup,Asia,partial
8.28,14.4,Healthcare,SME,Europe,pilot
4.78,-4.23,Logistics,Startup,South America,pilot
11.95,-5.0,Technology,Enterprise,South America,pilot
13.31,9.43,Finance,Enterprise,Europe,partial
8.1,2.27,Healthcare,SME,South America,pilot
7.84,7.4,Consulting,SME,Africa,partial
12.79,9.56,Finance,Startup,Asia,partial
9.53,4.14,Healthcare,Startup,Africa,pilot
7.31,1.02,Retail,Startup,North America,pilot
13.02,6.73,Manufacturing,Startup,Asia,partial
14.65,9.02,Technology,Startup,North America,partial
15.84,4.55,Agriculture,Startup,Europe,partial
11.17,8.59,Manufacturing,Enterprise,Asia,partial
4.55,-0.12,Agriculture,SME,Asia,pilot
10.96,8.33,Consulting,Enterprise,Oceania,partial
17.57,16.75,Agriculture,Enterprise,South America,full
9.37,6.03,Retail,Startup,Europe,partial
8.36,5.48,Manufacturing,SME,Europe,partial
11.99,-1.33,Technology,Enterprise,South America,pilot
13.2,2.57,Finance,SME,Asia,pilot
9.6,9.16,Finance,SME,Africa,partial
12.13,8.32,Healthcare,SME,Africa,partial
12.62,10.31,Manufacturing,Enterprise,South America,partial
14.36,7.22,Healthcare,Enterprise,Asia,partial
12.52,11.87,Consulting,SME,North America,partial
14.42,8.97,Technology,Startup,Africa,partial
13.55,7.9,Finance,SME,Europe,partial
3.97,0.42,Logistics,SME,Europe,pilot
14.98,7.11,Agriculture,SME,Asia,partial
10.61,10.15,Education,Startup,Asia,partial
8.15,2.98,Manufacturing,SME,Africa,pilot
8.61,5.78,Manufacturing,SME,Asia,partial
13.05,9.12,Manufacturing,Enterprise,Oceania,partial
7.73,5.92,Retail,Startup,Asia,pilot
5.89,7.85,Technology,Startup,Europe,pilot
7.42,10.5,Consulting,SME,Europe,partial
7.5,8.53,Retail,Enterprise,Asia,partial
17.19,7.73,Finance,Startup,South America,full
7.43,1.99,Healthcare,SME,Asia,pilot
13.92,9.37,Logistics,Enterprise,Oceania,partial
11.08,1.21,Finance,SME,South America,partial
7.99,2.95,Healthcare,Startup,Europe,partial
12.88,-0.69,Agriculture,SME,Oceania,partial
5.88,2.86,Healthcare,SME,Europe,pilot
13.9,2.81,Retail,SME,South America,partial
7.96,16.86,Agriculture,SME,South America,partial
10.9,11.72,Education,SME,Asia,partial
6.82,9.47,Finance,Startup,Europe,pilot
10.14,10.61,Agriculture,SME,North America,partial
8.98,-0.38,Manufacturing,SME,Africa,pilot
14.31,16.2,Finance,Enterprise,Asia,partial
11.34,9.92,Technology,Startup,Europe,partial
5.98,2.42,Education,Startup,South America,pilot
12.76,1.72,Healthcare,Enterprise,Asia,partial
8.83,2.49,Technology,Startup,Africa,pilot
7.66,6.55,Retail,SME,Europe,pilot
6.26,-5.0,Education,Enterprise,Africa,pilot
14.24,8.93,Technology,Enterprise,Africa,pilot
16.16,7.82,Technology,Enterprise,North America,partial
16.19,-2.18,Technology,Startup,Africa,partial
14.05,11.69,Healthcare,Enterprise,Asia,partial
12.5,11.97,Retail,SME,Oceania,partial
13.6,3.14,Finance,Enterprise,Africa,partial
6.43,1.34,Agriculture,Startup,South America,pilot
12.97,14.38,Technology,Startup,Oceania,partial
7.61,11.61,Retail,Startup,Europe,pilot
15.4,10.67,Logistics,Enterprise,South America,partial
7.11,3.01,Healthcare,SME,Asia,pilot
2.48,-4.01,Logistics,Startup,South America,none
2.76,2.48,Manufacturing,SME,Europe,pilot
9.98,7.12,Technology,Startup,Asia,pilot
13.5,4.04,Manufacturing,Enterprise,South America,partial
11.85,15.27,Retail,SME,South America,partial
7.95,6.14,Healthcare,Startup,Asia,partial
11.78,-3.9,Technology,Startup,North America,partial
12.82,10.68,Finance,Enterprise,Europe,pilot
8.69,2.84,Education,SME,Africa,pilot
5.06,1.54,Manufacturing,SME,Asia,pilot
7.15,-2.34,Finance,Startup,Asia,pilot
12.26,6.84,Logistics,Enterprise,North America,partial
13.47,6.22,Agriculture,SME,Europe,partial
14.37,2.18,Technology,Startup,Asia,partial
9.86,8.59,Healthcare,Startup,Europe,pilot
8.6,2.28,Manufacturing,Startup,Africa,pilot
12.29,-1.33,Finance,Startup,Asia,partial
6.89,-1.62,Technology,SME,Europe,pilot
3.2,-1.21,Healthcare,SME,Africa,pilot
11.56,7.46,Retail,SME,Europe,partial
8.46,6.64,Education,Startup,Asia,pilot
12.7,7.84,Finance,Enterprise,Europe,partial
11.56,8.72,Retail,Enterprise,Asia,pilot
7.0,2.28,Manufacturing,SME,Europe,pilot
12.88,2.89,Technology,Enterprise,Africa,partial
2.43,12.94,Education,SME,Asia,pilot
13.53,3.99,Manufacturing,Enterprise,Oceania,partial
9.82,9.5,Retail,Startup,Oceania,partial
10.26,0.32,Finance,SME,Europe,pilot
15.92,6.88,Healthcare,Enterprise,Europe,partial
8.37,10.15,Technology,SME,Europe,partial
10.15,6.51,Finance,SME,Europe,pilot
12.52,2.59,Technology,Startup,South America,partial
7.14,7.8,Technology,Startup,Europe,pilot
6.57,2.61,Finance,Startup,Africa,pilot
8.72,8.61,Technology,Startup,South America,partial
7.96,4.7,Consulting,Enterprise,Africa,pilot
13.32,3.66,Agriculture,Enterprise,Asia,partial
10.0,-4.85,Technology,SME,Asia,pilot
5.38,4.97,Manufacturing,SME,North America,pilot
8.04,8.42,Education,Startup,Europe,partial
11.67,4.45,Manufacturing,Startup,Asia,partial
15.02,3.66,Technology,Startup,North America,partial
5.32,0.8,Healthcare,Startup,Europe,pilot
4.49,3.16,Healthcare,Startup,Africa,pilot
7.09,0.91,Retail,SME,Oceania,pilot
6.4,3.06,Agriculture,Startup,South America,partial
7.11,3.75,Healthcare,SME,Asia,pilot
8.73,10.53,Consulting,SME,Europe,partial
8.89,6.25,Manufacturing,SME,Oceania,partial
13.58,7.64,Technology,SME,Asia,partial
13.99,7.34,Finance,Enterprise,Africa,pilot
11.67,0.52,Healthcare,Startup,Europe,partial
3.95,-0.86,Healthcare,Enterprise,South America,pilot
12.48,16.06,Manufacturing,Enterprise,South America,partial
2.25,14.04,Retail,Startup,Asia,pilot
16.69,8.86,Technology,Startup,Asia,partial
9.34,4.9,Consulting,Startup,South America,pilot
10.99,3.42,Manufacturing,Enterprise,Asia,pilot
6.69,-3.3,Healthcare,Startup,Asia,pilot
5.14,2.96,Agriculture,Startup,Asia,partial
7.38,5.99,Logistics,SME,Asia,pilot
10.07,4.15,Education,SME,Asia,partial
6.58,-5.0,Manufacturing,Startup,Africa,pilot
12.07,3.33,Finance,Startup,Europe,partial
0.69,-0.45,Healthcare,SME,Asia,none
10.97,4.97,Consulting,Startup,Europe,partial
10.86,-3.12,Education,SME,Oceania,pilot
3.95,-2.22,Agriculture,SME,Africa,none
13.89,3.57,Technology,SME,Africa,partial
14.99,7.44,Technology,Enterprise,Europe,full
4.13,-1.18,Healthcare,Startup,Asia,pilot
15.37,18.14,Logistics,Startup,Oceania,partial
11.6,4.72,Healthcare,Startup,Asia,partial
8.65,9.19,Finance,Enterprise,South America,partial
6.84,2.85,Consulting,Enterprise,Africa,partial
12.32,8.41,Healthcare,Enterprise,Europe,pilot
3.08,9.47,Finance,Startup,Europe,pilot
6.12,5.43,Manufacturing,Startup,Asia,pilot
15.12,10.18,Retail,SME,Asia,partial
8.6,-0.71,Education,Enterprise,Europe,partial
6.56,3.2,Agriculture,SME,Africa,pilot
4.75,-4.7,Manufacturing,SME,Europe,pilot
13.97,0.83,Technology,Enterprise,Africa,partial
8.32,-0.6,Manufacturing,SME,Asia,pilot
8.13,-1.64,Finance,SME,North America,partial
8.37,7.42,Manufacturing,Startup,Europe,partial
13.57,0.52,Finance,SME,North America,partial
13.12,18.58,Technology,Enterprise,Asia,partial
8.75,-3.17,Retail,SME,Europe,pilot
11.09,7.54,Agriculture,Startup,Africa,partial
8.85,6.07,Manufacturing,SME,Asia,partial
8.11,3.99,Finance,SME,Asia,pilot
11.8,-0.19,Education,SME,Europe,partial
9.37,6.62,Logistics,Startup,Asia,partial
12.65,17.79,Technology,SME,North America,partial
9.55,4.21,Finance,SME,South America,pilot
6.13,1.69,Manufacturing,Startup,North America,pilot
8.25,-3.45,Healthcare,SME,Africa,pilot
7.81,10.66,Retail,Enterprise,Asia,partial
13.5,6.31,Finance,Enterprise,Asia,partial
14.76,4.42,Healthcare,Startup,Africa,partial
9.28,12.84,Education,SME,Asia,pilot
10.28,2.14,Retail,Startup,Asia,partial
13.37,6.95,Technology,SME,Asia,partial
8.42,9.26,Manufacturing,Startup,Europe,partial
10.02,0.01,Education,Enterprise,Asia,partial
1.91,-0.06,Healthcare,SME,Asia,pilot
3.16,-5.0,Finance,SME,Asia,pilot
10.41,10.06,Agriculture,Enterprise,Europe,partial
7.15,3.66,Retail,Startup,South America,partial
6.92,-1.03,Education,SME,Oceania,partial
9.75,-2.59,Logistics,Startup,Africa,partial
11.19,0.3,Technology,Enterprise,North America,partial
6.2,5.6,Retail,SME,Europe,partial
5.74,8.05,Healthcare,Startup,Europe,pilot
12.43,10.73,Healthcare,Startup,Asia,partial
5.7,18.0,Education,Startup,North America,partial
11.54,2.89,Finance,Enterprise,Asia,partial
2.29,2.39,Agriculture,Startup,Asia,pilot
9.05,7.21,Retail,Startup,North America,partial
6.86,7.31,Finance,Startup,South America,partial
10.31,4.16,Technology,Startup,Europe,partial
11.08,1.0,Education,Startup,South America,partial
9.96,4.08,Logistics,SME,Asia,partial
8.28,14.48,Logistics,SME,Asia,pilot
9.17,0.53,Technology,SME,North America,none
5.83,0.84,Technology,SME,Europe,pilot
7.01,-5.0,Logistics,SME,Asia,pilot
11.12,-1.5,Logistics,SME,Asia,partial
11.88,-5.0,Agriculture,Enterprise,Europe,pilot
13.81,12.57,Healthcare,Enterprise,Oceania,partial
11.47,1.08,Finance,Startup,Asia,pilot
9.86,2.6,Agriculture,SME,Asia,pilot
10.98,7.18,Education,Startup,Oceania,partial
3.54,-5.0,Manufacturing,Enterprise,Europe,pilot
12.9,10.66,Technology,Enterprise,Asia,partial
11.13,11.75,Education,Startup,Asia,partial
8.07,6.15,Retail,Enterprise,Asia,partial
11.95,7.1,Agriculture,SME,Europe,pilot
6.84,5.11,Healthcare,Startup,South America,pilot
4.82,11.06,Education,Startup,Asia,pilot
3.16,7.78,Healthcare,SME,Europe,pilot
14.39,9.93,Technology,SME,Europe,partial
10.59,-1.65,Manufacturing,SME,Europe,partial
14.48,8.99,Retail,Enterprise,Asia,partial
4.42,-3.95,Healthcare,SME,Asia,pilot
5.89,10.66,Manufacturing,Enterprise,Oceania,pilot
4.21,7.19,Consulting,SME,Asia,pilot
5.61,5.63,Retail,SME,Asia,pilot
9.41,-1.81,Consulting,Startup,South America,partial
15.38,3.6,Logistics,Enterprise,South America,partial
7.47,-2.65,Agriculture,Startup,Europe,pilot
4.87,-1.57,Finance,Startup,Africa,none
18.3,16.2,Technology,Enterprise,Africa,partial
11.06,13.83,Technology,SME,Europe,partial
10.24,7.45,Retail,Enterprise,Europe,partial
11.65,7.92,Healthcare,Enterprise,Europe,partial
13.06,-2.9,Technology,SME,Oceania,partial
3.48,-5.0,Agriculture,SME,South America,pilot
17.55,12.84,Finance,Enterprise,Africa,partial
3.02,4.46,Finance,Startup,Asia,pilot
16.48,8.0,Finance,SME,North America,partial
8.44,13.66,Education,Enterprise,South America,partial
4.95,-5.0,Logistics,Startup,Europe,partial
7.98,8.32,Education,SME,Oceania,pilot
8.43,4.12,Education,Startup,Oceania,pilot
10.58,6.0,Education,Startup,Africa,partial
9.39,0.64,Retail,Startup,Africa,partial
9.63,-3.88,Education,Startup,Asia,pilot
9.82,4.42,Retail,SME,Oceania,pilot
11.8,0.83,Technology,Startup,Africa,pilot
9.76,5.7,Technology,Startup,Europe,partial
11.63,2.03,Education,SME,Africa,partial
14.24,-0.95,Retail,Enterprise,Asia,partial
9.47,9.25,Education,Enterprise,Oceania,pilot
16.06,7.28,Education,SME,Europe,partial
1.82,0.09,Education,Startup,Europe,pilot
16.64,11.52,Agriculture,Enterprise,Europe,partial
4.39,7.34,Education,Startup,South America,pilot
10.77,-0.94,Technology,Startup,North America,partial
11.84,12.69,Manufacturing,SME,Europe,partial
9.17,5.95,Technology,Startup,Africa,pilot
6.87,0.12,Agriculture,SME,North America,partial
5.81,-1.29,Finance,Enterprise,Asia,pilot
12.17,9.55,Manufacturing,SME,Asia,partial
9.66,-4.05,Healthcare,SME,Asia,pilot
6.18,7.72,Manufacturing,Startup,Europe,pilot
5.98,6.47,Logistics,SME,North America,pilot
12.25,9.57,Agriculture,SME,Oceania,partial
15.24,4.5,Retail,Enterprise,Africa,partial
4.17,-3.43,Education,Startup,Europe,pilot
3.06,-0.24,Healthcare,SME,South America,pilot
9.1,3.0,Consulting,Startup,Africa,partial
13.4,3.49,Technology,Enterprise,Africa,partial
10.52,-1.58,Finance,SME,South America,partial
8.88,0.31,Manufacturing,SME,Africa,pilot
6.95,2.57,Education,Enterprise,Africa,pilot
5.92,-3.94,Manufacturing,Enterprise,Europe,pilot
0.0,-0.38,Manufacturing,Startup,Oceania,none
8.41,4.07,Manufacturing,SME,South America,pilot
2.69,1.52,Retail,Startup,Africa,pilot
11.68,6.25,Consulting,SME,South America,partial
7.38,-1.06,Education,Startup,Asia,partial
13.01,16.32,Manufacturing,Enterprise,Africa,partial
12.67,4.63,Finance,Enterprise,Oceania,partial
7.97,8.28,Retail,Enterprise,Oceania,partial
8.89,-0.09,Technology,Startup,Europe,pilot
9.8,-0.66,Manufacturing,Startup,Europe,partial
6.2,2.35,Retail,SME,Europe,pilot
11.49,4.76,Technology,SME,Europe,partial
13.14,11.05,Healthcare,Enterprise,South America,partial
5.78,12.42,Education,SME,Asia,pilot
8.41,3.43,Consulting,SME,Africa,partial
7.75,6.04,Education,Enterprise,South America,pilot
9.98,3.72,Finance,Startup,Europe,partial
11.59,17.47,Consulting,SME,Europe,partial
14.61,13.7,Healthcare,Startup,Asia,partial
13.36,12.36,Technology,SME,Asia,partial
11.44,11.61,Agriculture,SME,Asia,partial
10.31,8.15,Technology,Startup,Africa,partial
18.71,13.13,Manufacturing,SME,Oceania,partial
5.98,-4.18,Agriculture,SME,South America,pilot
5.56,15.13,Technology,Enterprise,Africa,partial
9.38,5.35,Logistics,Enterprise,Africa,pilot
15.93,6.73,Consulting,SME,Europe,partial
14.18,4.15,Technology,SME,North America,partial
8.37,2.24,Agriculture,SME,Europe,pilot
6.07,7.74,Logistics,Startup,Europe,pilot
9.29,1.86,Healthcare,Startup,Asia,pilot
9.52,1.07,Consulting,SME,Asia,partial
8.66,7.1,Healthcare,Enterprise,Africa,pilot
14.54,5.23,Finance,Startup,Africa,pilot
11.3,-1.23,Consulting,SME,Asia,partial
7.99,11.81,Finance,SME,Asia,pilot
3.82,-5.0,Retail,Startup,Asia,pilot
11.46,13.8,Education,SME,Europe,partial
6.52,-1.95,Agriculture,Startup,Europe,pilot
14.71,12.61,Logistics,SME,Asia,partial
1.25,1.65,Agriculture,SME,Asia,pilot
10.89,2.44,Healthcare,Startup,Asia,pilot
5.98,1.76,Education,Startup,Europe,partial
10.59,2.1,Technology,SME,Europe,partial
11.67,1.78,Manufacturing,SME,Europe,partial
9.16,-3.75,Consulting,Startup,Asia,partial
8.84,8.77,Technology,Startup,Oceania,pilot
7.9,14.11,Consulting,Startup,Europe,partial
6.15,10.31,Healthcare,Startup,Asia,pilot
12.34,17.64,Consulting,SME,Asia,partial
3.65,-0.66,Agriculture,Startup,Asia,none
13.62,11.27,Technology,SME,South America,partial
6.59,-2.65,Healthcare,SME,Africa,none
9.3,5.34,Finance,SME,South America,partial
5.01,8.46,Technology,Enterprise,Africa,pilot
11.7,10.86,Consulting,SME,North America,pilot
3.23,5.71,Logistics,SME,Oceania,pilot
1.39,2.39,Education,Startup,Asia,pilot
7.16,-5.0,Education,Startup,Africa,pilot
10.12,-5.0,Technology,SME,Africa,pilot
7.58,2.15,Retail,Enterprise,North America,partial
12.91,11.8,Healthcare,Startup,Asia,partial
11.4,5.04,Healthcare,Enterprise,Africa,pilot
8.06,6.27,Logistics,SME,Africa,pilot
7.22,3.08,Finance,Startup,Africa,pilot
5.36,15.42,Agriculture,SME,Oceania,pilot
14.11,0.64,Technology,SME,Asia,partial
5.11,-4.53,Technology,Startup,Africa,partial
9.2,0.53,Retail,Enterprise,Asia,partial
6.36,3.0,Education,SME,Europe,pilot
13.73,3.53,Technology,Startup,South America,partial
7.27,8.94,Logistics,Enterprise,Asia,pilot
10.4,4.65,Manufacturing,SME,Africa,partial
7.3,-3.46,Education,Startup,Asia,pilot
5.42,7.05,Retail,SME,Europe,pilot
7.38,-2.62,Finance,Enterprise,South America,pilot
9.01,2.4,Agriculture,Startup,Asia,partial
8.5,5.35,Consulting,SME,Asia,pilot
12.76,7.61,Finance,Startup,South America,partial
10.12,-1.88,Agriculture,SME,Oceania,pilot
10.41,-0.24,Healthcare,Enterprise,Europe,pilot
9.5,-2.29,Consulting,SME,Europe,pilot
14.35,-1.13,Manufacturing,Enterprise,Oceania,partial
14.82,9.67,Healthcare,Enterprise,Europe,partial
13.9,3.16,Retail,Startup,Oceania,partial
11.18,9.92,Manufacturing,SME,Africa,pilot
14.24,6.55,Education,SME,Europe,partial
10.86,14.02,Agriculture,Enterprise,Europe,pilot
11.97,10.81,Education,SME,Africa,partial
8.07,5.46,Logistics,Enterprise,Africa,partial
13.46,3.12,Consulting,Startup,Asia,partial
11.71,3.59,Education,Startup,Europe,partial
5.63,-3.67,Logistics,SME,Africa,pilot
13.96,1.39,Technology,Startup,Oceania,partial
10.43,-0.8,Healthcare,Startup,Europe,partial
7.41,6.51,Finance,Enterprise,Europe,pilot
17.79,4.13,Technology,Enterprise,South America,partial
6.89,-5.0,Education,Startup,South America,pilot
12.05,9.42,Agriculture,Enterprise,South America,partial
8.82,0.04,Retail,SME,Africa,pilot
8.0,9.24,Manufacturing,Startup,Europe,pilot
10.01,5.59,Education,Startup,Asia,pilot
8.53,-1.56,Technology,Startup,Europe,partial
9.97,3.71,Finance,SME,Europe,partial
6.83,-0.48,Logistics,Startup,South America,partial
12.01,5.0,Healthcare,SME,Asia,partial
10.87,2.48,Agriculture,Enterprise,South America,partial
5.93,-1.26,Finance,SME,South America,pilot
3.77,-0.26,Healthcare,SME,South America,pilot
10.6,7.85,Education,SME,South America,partial
1.61,10.03,Healthcare,SME,South America,pilot
9.52,-3.34,Technology,SME,North America,pilot
10.19,8.8,Manufacturing,Startup,Europe,partial
13.31,12.67,Technology,Startup,Asia,full
7.93,9.19,Consulting,Startup,South America,pilot
11.69,3.44,Consulting,Enterprise,Europe,partial
11.9,12.67,Finance,Enterprise,Europe,partial
3.51,2.91,Manufacturing,Startup,Africa,pilot
10.21,1.05,Manufacturing,Enterprise,Europe,partial
9.86,11.78,Technology,Startup,North America,pilot
2.64,7.67,Agriculture,Startup,Africa,pilot
10.6,19.87,Technology,Startup,Africa,pilot
16.64,2.35,Logistics,SME,South America,partial
11.97,-2.94,Technology,Enterprise,Europe,pilot
10.6,5.93,Technology,SME,Asia,partial
4.23,2.83,Finance,SME,Asia,pilot
8.91,12.68,Agriculture,SME,Asia,partial
9.7,7.19,Education,Enterprise,Africa,partial
4.45,-4.01,Technology,SME,Africa,pilot
11.86,1.03,Finance,Startup,Europe,partial
8.78,2.88,Healthcare,Startup,Asia,partial
7.17,7.05,Retail,Startup,Europe,partial
7.49,10.75,Education,SME,Asia,pilot
8.87,8.62,Consulting,SME,Asia,pilot
15.46,7.39,Manufacturing,SME,South America,partial
5.7,8.93,Healthcare,SME,Asia,pilot
7.73,-5.0,Technology,Startup,Asia,pilot
10.47,9.02,Education,SME,North America,partial
5.75,6.02,Consulting,Startup,Europe,pilot
10.66,4.19,Consulting,Enterprise,Europe,partial
13.97,11.96,Technology,Startup,Africa,partial
10.7,7.6,Healthcare,Enterprise,Europe,partial
12.67,7.75,Consulting,Startup,Europe,partial
6.4,-0.37,Agriculture,Startup,South America,pilot
8.99,6.75,Logistics,SME,Europe,partial
10.59,8.68,Technology,SME,Asia,pilot
13.13,4.33,Logistics,Enterprise,South America,partial
3.54,-1.9,Manufacturing,Startup,Europe,partial
9.45,0.96,Technology,Startup,Asia,pilot
14.04,0.49,Logistics,SME,Asia,pilot
7.01,3.09,Consulting,Startup,Europe,pilot
5.81,-5.0,Healthcare,Startup,Oceania,pilot
12.51,10.26,Technology,Startup,Europe,partial
2.69,-0.06,Logistics,SME,Asia,pilot
13.67,9.51,Agriculture,Enterprise,Asia,partial
1.6,-1.71,Retail,Startup,Africa,pilot
9.94,9.75,Finance,Startup,Europe,pilot
12.19,12.62,Healthcare,Enterprise,Europe,partial
4.25,2.19,Manufacturing,SME,Europe,pilot
13.07,5.72,Finance,SME,North America,partial
6.06,9.53,Retail,Startup,Europe,partial
1.75,1.22,Manufacturing,SME,Europe,pilot
10.75,5.51,Healthcare,Startup,Asia,partial
15.53,10.62,Manufacturing,Enterprise,Africa,partial
